Сайт;Дата запуска;Статус запуска;Топвизор;Срок;Оплата;;Примечения;Где проект;;
https://narkomanii-centr.ru/;;ПАУЗА;;до 9 декабря ;;;;;;
помощник-нск.рф;;ПАУЗА;;до 9 декабря ;;;;;;
https://centr-narko.ru/;;ПАУЗА;https://tpv.sr/uhAQZR-zZ/;;;;;;;
ekb.sofosbuvirrussia.ru;;ПАУЗА;https://tpv.sr/uhAQZZ-bq/;;;;;;;
krasnodar.sofosbuvirrussia.ru;;ПАУЗА;https://tpv.sr/uhAQZa-5v/;;;;intereruyut.ru;;;
krasnoyarsk.sofosbuvirrussia.ru;;ПАУЗА;https://tpv.sr/uhAQZb-XJ/;;;;;;;
samara.sofosbuvirrussia.ru;;ПАУЗА;https://tpv.sr/uhAQZc-W7/;;;;;;;
https://no-narkotikam.ru/;;ПАУЗА;https://tpv.sr/uhATV1-R5/;;;;;;;
https://sig.sigaret-optom-rf.com/;;ПАУЗА;https://tpv.sr/uhAtV9-qx/;до 9 декабря ;;;;;;
cosmos-web.ru;;ПАУЗА;;до 10 декабря;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
ruswater.com;05.09.2023;ЗАПУЩЕН;https://tpv.sr/uhAS3j-s8/;до 5 февраля ;;;;;;
abcdetal.ru;;ЗАПУЩЕН;https://tpv.sr/uhAx0X-22/;до 13 февраля;;;;;;
kaskadkrep.ru ;;ЗАПУЩЕН;https://tpv.sr/uhAx0I-xC/;до 13 февраля;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;14.09.2023;;; ;;;;;;
https://lubimiy-vykup.ru/;;ЗАПУЩЕН;https://tpv.sr/uhATPN-3e/;до 16 февраля ;;;;;;
https://lubimiy-vykup78.ru/;;ЗАПУЩЕН;https://tpv.sr/uhATdR-hd/;до 16 февраля ;;;;;;
https://vykup-avto-72.ru;;ЗАПУЩЕН;https://tpv.sr/uhB2XE-1R/;до 16 февраля ;;;;;;
https://lubimiy-vykup74.ru;;ЗАПУЩЕН;https://tpv.sr/uhB2XH-6X/;до 16 февраля ;;;;;;
;;;;;;;;;;
https://thaicare100.com/;14.09.2023;ПАУЗА;https://tpv.sr/uhAToD-4H/;до 14 октября ;7500;;;;;
;;;;;;;;;;
https://xmas-studio.ru;26.09.2023;ПАУЗА;https://tpv.sr/uhAWFS-bG/;до 26 декабря  ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
alkomig66-191.ru;27.09.2023;ПАУЗА;https://tpv.sr/uhAWJW-ic/;до 27 ноября  ;;;;;;
alkomig66-196.ru;27.09.2023;ПАУЗА;https://tpv.sr/uhAWKl-Gt/;до 27 октября ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;до 15 декабря  ;;;;;;
zabor-vam.ru   ;;ПАУЗА;https://tpv.sr/uhA0f2-95/;;;;;;;
vuvozmusora.ru;;ПАУЗА;https://tpv.sr/uhA0A1-WG/;;;;;;;
lomgroup.ru заменен на вывоз мусора в москве;;ПАУЗА;https://tpv.sr/uhA1A6-cn/;;;;;;;
mosmedtranzit.ru;;ПАУЗА;https://tpv.sr/uhA0wh-Oe/;;;;;;;
cvety.me;;ПАУЗА;https://tpv.sr/uhA1MX-Dh;;;;;;;
https://www.juventalaser.ru/;;ПАУЗА;https://tpv.sr/uhA1Mf-TH;;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;;;;;;;
magput.ru;;ЗАПУЩЕН;https://tpv.sr/uhAZJB-2X/;до 6 февраля  ;;;;;;
ticketum.ru;;ЗАПУЩЕН;https://tpv.sr/uhB8Dj-50/;до 29 января ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
best-balls.ru;;ЗАПУЩЕН;https://tpv.sr/uhAZfi-WO/;до 7 февраля  ;;;;;;
Isharik.ru;;ЗАПУЩЕН;https://tpv.sr/uhAmuw-eL/;до 1 февраля  ;;;;;;
;;;;;;;;;;
metall-metallolom.ru;;ПАУЗА;https://tpv.sr/uhASRT-up/;до 14 ноября ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
https://novosibirsk.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://ekaterinburg.cinar.ru;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://kazan.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://nizhniy-novgorod.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://chelyabinsk.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://krasnoyarsk.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://samara.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://ufa.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://rostov-na-donu.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://omsk.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://krasnodar.cinar.ru;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://voronezh.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://volgograd.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://perm.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://tolyatti.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://spb.cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://cinar.ru/;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
https://mfc-ritual.ru/ ;;ЗАПУЩЕН;;до 4 февраля  ;;;;;;
"СПБ - https://mebelesd.ru 
Новосибирск - https://novosibirsk.mebelesd.ru 
Екатеринбург - https://ekaterinburg.mebelesd.ru/ 
Казань - https://kazan.mebelesd.ru/ 
Москва - https://moskva.mebelesd.ru/";;ЗАПУЩЕН;;до 12 декабря ;;;;;;
https://www.poligrafi.com/;;ЗАПУЩЕН;;до 17 декабря ;;;;;;
https://mugforprint.ru/;;ЗАПУЩЕН;;до 17 декабря  ;;;;;;
https://cinar.ru/;;ЗАПУЩЕН;;до 20 лекабря ;;;;;;
https://nakleiki-na-steklo.ru/;;ЗАПУЩЕН;;до 21 декабря  ;;;;;;
https://гост-строй.рф/;;ЗАПУЩЕН;;до 24 ноября;;;;;;
https://iziskania.com/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://master-broker.ru/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://kitaiconsult.com/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://gksmarty.ru/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://ритуальные-услуги.рф/ ;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://a-format.ru/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
https://nalogexpert-kazan.ru/;;ЗАПУЩЕН;;до 26 ноября;;;;;;
;;;;;;;;;;
akmechanica.ru;;ПАУЗА ;;до 18 января  ;;;;;;
;;;;;;;;;;
сетка сайтов от 2 клиентов в 1 день оплата  ;;;;;;;;;;
rockinglook.ru;;ЗАПУЩЕН;;до 21 февраля ;;;;;;
mrgraver.ru;;ЗАПУЩЕН;;до 21 января ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;;;;;;;
burenie-skv.ru;;ПАУЗА ;https://tpv.sr/uhAgWz-1P/;до 26 ноября;;;;;;
petramemorial.ru;;ПАУЗА ;https://tpv.sr/uhAgXm-PO/;до 26 ноября;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;;;;;;;
http://vet24.pro;;ПАУЗА ;https://tpv.sr/uhAhlw-qH/;до 18 января  ;;;;;;
https://zoogarant.ru;;ПАУЗА ;;до 18 января  ;;;;;;
;;;;;;;;;;
https://liveistok.ru/;;ПАУЗА;https://tpv.sr/uhAk1Y-dg/;до 1 декабря  ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента;;;;;;;;;;
time9.ru;;ПАУЗА;https://tpv.sr/uhArmc-ku/;до 8 декабря  ;;;;;;
newlt.ru;;ПАУЗА;https://tpv.sr/uhAska-7U/;до 8 декабря  ;;;;;;
promza.ru;;ПАУЗА ;;до 8 января  ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;;;;;;;
arshinspb.ru;;ЗАПУЩЕН;https://tpv.sr/uhAyGu-4b/;до 18 февраля  ;;;;;;
акватехниклаб.рф;;ЗАПУЩЕН;https://tpv.sr/uhAyGs-rM/;до 18 февраля  ;;;;;;
metrologlab.ru ;;ЗАПУЩЕН;https://tpv.sr/uhBNsB-54/;до 18 февраля  ;;;;;;
https://ppk.spb.ru;;ЗАПУЩЕН;https://tpv.sr/uhBEeo-fV/;до 5 февраля  ;;;;;;
https://pgas.spb.ru;;ЗАПУЩЕН;https://tpv.sr/uhBPgz-TC/;до 18 февраля  ;;;;;;
;;;;;;;;;;
nsalut.ru;;ЗАПУЩЕН;https://tpv.sr/uhB4ad-Xb/;до 25 января ;;;;;;
;;;;;;;;;;
vsemsalut.ru;;ПАУЗА;https://tpv.sr/uhB6mH-FE/;до 27 декабря ;;;;;;
;;;;;;;;;;
https://de-la-flor.ru + поддомены;;ПАУЗА ;;до 28 декабря ;;;;;;
;;;;;;;;;;
https://rem-bit.ru/;;ПАУЗА;;до 4 декабря ;;;;;;
Rmh24.ru;;ПАУЗА;;до 4 декабря ;;;;;;
;;;;;;;;;;
vipkolesa.ru;;ЗАПУЩЕН;;до 1 февраля;;;;;;
;;;;;;;;;;
https://kentcasinos.pro;;ПАУЗА;;до 9 января ;;;;;;
https://ramenbet-casino.pro;;ПАУЗА;;до 9 января ;;;;;;
;;;;;;;;;;
stalerplast.ru + 5 регионов;;ЗАПУЩЕН;;до 13 февраля ;;;;;;
;;;;;;;;;;
nasha-apteka.ru;;ЗАПУЩЕН;;до 15 февраля ;;;;;;
Mirena003.ru  ;;ПАУЗА ;;до 22 января;;;;;;
;;;;;;;;;;
mandarinfox.ru;;ЗАПУЩЕН;;24 февраля;;;;;;
http://asfalting.ru;;ЗАПУЩЕН;;24 февраля;;;;;;
unreal.place;;ЗАПУЩЕН;;24 февраля;;;;;;
vrpark;;ЗАПУЩЕН;;24 февраля;;;;;;
;;;;;;;;;;
rehab-restart.ru;;ПАУЗА ;https://tpv.sr/uhBRyC-8i/;до 20 января ;;;;;;
;;;;;;;;;;
сетка сайтов от 1 клиента ;;;;до 12 февраля ;;;;;;
vimontale.ru;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
alias-pack.ru;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
rent-auto.su ;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
oknakontakt.ru ;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
bosch-service.com.ru;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
infocdu.ru;;ЗАПУЩЕН;;до 12 февраля ;;;;;;
;;;;;;;;;;
potolokmos.com;;ЗАПУЩЕН;https://tpv.sr/uhBvYT-aL/;до 23 февраля ;;;;;;
;;;;;;;;;;
dveridpm.ru;;ЗАПУЩЕН;;до 23 февраля ;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
